Age,Gender,Salary,Department,JobRole,Overtime,Experience,WorkLifeBalance,JobSatisfaction,Attrition
29,Male,43267,Sales,Associate,No,14,3,4,Yes
30,Male,130998,HR,Lead,Yes,8,1,2,No
48,Female,99889,Sales,Associate,Yes,6,4,4,No
25,Male,87053,Management,Associate,Yes,7,2,5,No
42,Female,73998,Sales,Lead,No,2,3,1,No
52,Male,128391,HR,Lead,No,0,2,1,No
42,Female,105499,Management,Associate,No,3,3,1,Yes
46,Male,145513,HR,Associate,No,16,3,5,Yes
36,Male,98711,HR,Developer,Yes,0,4,4,No
56,Male,71531,IT,Manager,No,3,2,1,No
58,Female,143892,Sales,Lead,No,7,2,3,No
49,Female,73416,Sales,Manager,No,16,3,2,No
35,Female,137511,HR,Lead,Yes,11,4,1,No
25,Male,50367,Sales,Director,Yes,24,4,1,No
41,Male,37232,Support,Developer,Yes,21,3,2,Yes
55,Female,79048,Sales,Manager,No,15,2,3,No
33,Male,123340,Management,Developer,Yes,4,3,2,Yes
54,Female,81437,Sales,Executive,Yes,24,3,1,No
45,Male,69357,Support,Manager,Yes,24,3,1,No
41,Female,46468,HR,Manager,No,24,4,4,No
26,Female,86056,Sales,Director,No,12,3,5,No
59,Male,138264,Management,Manager,Yes,12,3,4,No
51,Female,41497,Support,Executive,Yes,11,1,4,Yes
45,Male,134009,IT,Executive,Yes,2,4,4,Yes
28,Male,112463,HR,Developer,Yes,11,4,4,No
57,Male,26258,HR,Executive,Yes,23,1,4,No
59,Female,75959,HR,Lead,No,19,3,3,No
37,Female,54902,Support,Associate,Yes,19,4,5,Yes
36,Female,35454,Sales,Manager,Yes,22,1,5,No
44,Male,57606,Sales,Developer,Yes,23,3,5,Yes
33,Male,71627,Sales,Developer,No,19,4,3,No
50,Female,74969,Sales,Developer,No,10,4,3,No
36,Male,106465,HR,Developer,Yes,9,3,3,No
50,Male,109713,IT,Manager,No,15,3,1,No
42,Female,20785,HR,Developer,No,5,1,5,Yes
36,Female,93679,IT,Manager,No,16,3,2,No
35,Male,109628,IT,Developer,Yes,12,1,4,No
37,Male,67818,Sales,Developer,Yes,17,3,1,No
36,Female,138785,Management,Associate,Yes,11,4,1,No
25,Female,139885,Support,Lead,Yes,4,1,4,Yes
48,Male,33635,Management,Executive,Yes,19,1,1,Yes
44,Male,96518,IT,Executive,No,15,2,3,Yes
50,Male,33409,Management,Executive,No,2,4,1,No
30,Female,68756,IT,Lead,No,15,3,5,No
28,Male,38541,HR,Manager,Yes,10,1,5,No
25,Male,78022,HR,Executive,No,13,2,2,No
26,Male,89064,Sales,Executive,Yes,21,3,5,No
26,Male,56327,Support,Executive,Yes,21,4,4,No
32,Male,66888,HR,Manager,No,12,1,4,No
49,Male,110054,Support,Lead,No,10,2,5,No
37,Female,44946,Sales,Lead,Yes,13,2,3,Yes
51,Female,117616,Support,Director,No,9,2,5,No
25,Female,121241,HR,Director,No,23,1,3,No
23,Male,149622,HR,Manager,No,17,4,4,No
24,Female,44556,Management,Associate,Yes,6,3,5,No
42,Male,126442,Management,Developer,Yes,22,3,2,No
27,Male,123445,Management,Manager,No,17,2,4,No
39,Male,135409,Support,Developer,No,21,3,2,Yes
26,Male,147280,HR,Lead,Yes,20,4,4,No
30,Male,135611,Sales,Developer,Yes,1,2,1,No
41,Female,41775,IT,Director,Yes,24,4,1,Yes
49,Female,109577,HR,Executive,Yes,7,4,1,Yes
47,Female,20835,Management,Developer,No,22,1,2,Yes
39,Male,71645,Management,Director,Yes,14,1,3,No
40,Female,55747,Support,Developer,Yes,5,3,4,No
24,Male,63285,Management,Lead,No,20,2,1,No
30,Female,64884,Support,Associate,No,12,1,2,No
57,Female,120728,Sales,Developer,No,24,3,4,No
52,Female,132871,Management,Lead,Yes,4,2,1,No
38,Female,36104,Support,Executive,Yes,21,4,1,Yes
44,Female,34927,Management,Developer,No,2,4,1,No
55,Female,24521,Support,Developer,Yes,24,1,2,Yes
26,Male,64086,HR,Executive,Yes,14,4,3,No
36,Male,34280,Support,Director,Yes,23,3,1,Yes
24,Male,83266,IT,Director,No,8,2,1,No
40,Male,133080,Sales,Director,No,16,2,3,No
49,Male,50753,HR,Manager,Yes,16,1,3,No
24,Female,71528,Sales,Associate,Yes,12,3,5,Yes
59,Male,133484,HR,Executive,Yes,17,3,1,No
25,Male,69605,Management,Director,Yes,19,2,4,Yes
45,Male,88995,Support,Executive,Yes,4,1,5,No
52,Male,114971,Management,Executive,No,12,1,4,No
32,Male,48077,Sales,Manager,No,6,4,3,No
58,Male,138235,Sales,Executive,Yes,3,3,5,No
22,Male,86684,HR,Manager,No,12,4,2,No
30,Male,135210,Sales,Associate,Yes,16,4,5,No
38,Male,57345,Support,Manager,Yes,7,2,5,Yes
22,Female,51036,Sales,Associate,Yes,2,3,3,Yes
24,Male,69273,Management,Associate,No,24,3,1,No
47,Male,40002,Support,Associate,No,15,2,3,No
52,Female,82020,Sales,Lead,No,1,1,3,Yes
47,Female,68440,IT,Associate,No,0,4,3,No
44,Male,59398,IT,Manager,No,7,4,4,Yes
51,Male,122026,Management,Lead,No,2,4,2,Yes
31,Male,137771,HR,Executive,Yes,16,4,4,Yes
29,Female,79516,HR,Executive,Yes,18,3,5,No
46,Male,91466,Sales,Developer,Yes,23,2,3,Yes
43,Female,145586,Support,Associate,Yes,15,1,1,No
36,Female,98924,HR,Developer,No,19,2,3,Yes
31,Female,141411,IT,Associate,No,9,2,4,No
41,Female,73965,HR,Associate,Yes,22,4,2,Yes
44,Female,39691,IT,Director,No,23,4,4,Yes
22,Male,89178,HR,Manager,No,14,4,3,No
23,Male,39201,Management,Manager,No,6,2,2,Yes
40,Female,27421,Support,Executive,No,15,1,1,No
35,Female,125351,Sales,Lead,No,16,1,4,No
29,Female,147381,IT,Executive,No,19,1,4,No
59,Female,33554,HR,Associate,Yes,12,3,5,No
33,Male,78828,Sales,Director,No,9,3,2,No
47,Female,77620,IT,Lead,No,8,4,4,Yes
48,Female,91124,IT,Developer,Yes,6,1,5,No
50,Male,109307,Management,Associate,Yes,11,3,1,No
36,Male,111360,HR,Manager,Yes,0,2,4,Yes
22,Male,133564,Sales,Executive,Yes,23,2,4,No
49,Male,94852,HR,Executive,Yes,15,4,3,No
24,Female,80245,HR,Developer,Yes,3,2,4,No
39,Female,128153,Support,Executive,Yes,13,3,1,Yes
55,Female,128249,IT,Executive,Yes,22,1,5,No
53,Female,65562,IT,Lead,Yes,21,3,2,Yes
50,Female,48234,Support,Associate,No,22,3,1,No
46,Female,105322,Support,Lead,No,16,4,2,No
47,Female,122636,HR,Lead,Yes,11,1,1,No
29,Female,35329,IT,Executive,Yes,14,2,5,No
40,Female,35698,Sales,Associate,Yes,21,1,3,Yes
43,Male,110863,Management,Executive,No,11,2,5,No
50,Female,67609,Support,Director,Yes,2,4,2,Yes
54,Male,36548,Sales,Director,No,9,1,2,No
59,Male,59757,Sales,Executive,No,19,3,4,No
56,Male,144572,HR,Lead,No,16,1,3,No
24,Male,85234,Support,Director,No,13,4,5,No
40,Female,38340,Sales,Manager,Yes,12,1,5,No
31,Male,89396,Management,Director,Yes,12,2,2,Yes
48,Male,104695,Sales,Manager,Yes,7,1,3,No
36,Female,47865,Management,Lead,Yes,13,1,5,No
32,Male,120072,Management,Lead,Yes,1,4,3,Yes
47,Female,79767,Management,Executive,No,18,1,3,Yes
45,Female,117291,Support,Associate,No,22,1,5,No
34,Female,33743,Management,Director,Yes,1,3,3,Yes
53,Female,91762,Support,Executive,No,11,1,1,No
58,Male,98254,Sales,Executive,No,19,1,2,Yes
25,Female,130192,Management,Developer,Yes,11,4,3,No
34,Male,124925,IT,Executive,No,22,2,3,No
30,Male,69934,Sales,Associate,No,18,1,1,No
55,Female,146658,IT,Executive,Yes,15,3,4,No
58,Male,149392,IT,Lead,No,1,4,3,No
28,Female,76972,HR,Associate,Yes,7,2,5,No
22,Male,45530,Support,Director,No,1,4,4,Yes
33,Male,79336,HR,Lead,No,9,2,4,No
42,Male,79003,Support,Developer,Yes,15,1,1,No
32,Male,52908,HR,Developer,No,6,2,5,No
35,Female,135407,Sales,Associate,No,18,2,4,Yes
55,Female,87186,IT,Director,Yes,19,1,3,No
55,Male,60653,Sales,Manager,No,21,3,1,No
46,Male,138261,Support,Manager,No,2,3,1,No
25,Male,146354,IT,Associate,Yes,16,1,1,No
47,Male,67032,IT,Associate,Yes,7,4,2,No
37,Female,53783,Support,Lead,No,3,4,4,No
31,Male,73535,Sales,Developer,No,0,2,5,Yes
23,Male,132994,IT,Associate,Yes,17,4,5,No
56,Male,126838,Sales,Executive,No,21,4,2,No
40,Female,91828,Sales,Lead,Yes,0,1,3,No
27,Male,108273,Sales,Developer,No,8,1,4,No
40,Female,80527,IT,Lead,Yes,13,2,1,No
29,Female,145581,Management,Developer,Yes,6,4,2,No
35,Male,45551,HR,Executive,Yes,7,2,2,Yes
31,Male,63543,Support,Developer,Yes,7,1,4,No
24,Male,39504,Sales,Lead,No,21,4,5,No
59,Female,36371,IT,Developer,No,23,2,4,Yes
50,Female,70975,Support,Lead,Yes,22,2,5,No
36,Male,106346,Management,Associate,Yes,0,3,4,No
44,Female,49036,Management,Executive,Yes,2,3,5,No
44,Male,134698,IT,Lead,No,8,4,2,Yes
39,Male,101083,Sales,Manager,Yes,7,4,5,No
40,Male,73756,Management,Manager,No,4,1,4,No
49,Male,112739,Management,Director,No,0,1,3,No
47,Male,144348,Management,Director,Yes,1,1,4,No
31,Male,29305,IT,Developer,No,9,3,2,Yes
25,Female,94349,Support,Associate,No,13,2,5,Yes
23,Female,86436,HR,Associate,Yes,14,1,5,Yes
24,Female,23747,IT,Manager,No,9,3,5,No
28,Male,65024,Sales,Developer,Yes,8,1,2,No
37,Male,70623,IT,Associate,No,11,3,4,No
52,Male,43245,IT,Associate,Yes,9,3,5,No
31,Female,23103,HR,Developer,No,23,4,3,No
40,Male,126822,HR,Lead,No,8,2,3,No
49,Female,85609,HR,Manager,No,17,3,1,No
38,Male,134938,Support,Director,Yes,18,2,3,No
49,Female,88033,IT,Associate,No,18,1,1,No
40,Male,49577,Sales,Lead,No,16,4,5,Yes
58,Male,79746,HR,Lead,No,1,4,2,No
44,Female,106548,HR,Lead,Yes,9,2,2,No
41,Female,28487,IT,Lead,Yes,4,4,2,Yes
34,Female,69449,Sales,Executive,Yes,6,4,5,Yes
34,Male,115559,HR,Executive,No,5,1,5,No
32,Female,110413,IT,Director,No,1,1,4,No
36,Female,65567,Management,Developer,Yes,7,4,3,Yes
38,Male,84849,Support,Manager,Yes,3,4,5,No
49,Male,143464,IT,Developer,No,17,2,3,No
40,Female,92053,HR,Executive,No,3,1,2,No
25,Male,130120,Sales,Developer,No,7,4,3,No
43,Female,131709,Management,Developer,Yes,16,4,4,Yes
43,Female,149155,Sales,Lead,No,24,1,2,Yes
58,Female,136322,Sales,Associate,Yes,13,1,3,Yes
55,Male,139693,Sales,Executive,Yes,7,1,4,Yes
54,Female,140717,IT,Executive,Yes,13,3,3,No
54,Female,126548,IT,Developer,Yes,7,3,4,No
33,Male,25615,Support,Associate,No,24,2,3,No
23,Female,96004,Management,Developer,Yes,13,3,2,Yes
49,Female,30879,Sales,Manager,No,22,3,2,No
31,Female,117491,HR,Executive,Yes,10,3,1,No
43,Male,71996,Sales,Lead,Yes,8,3,4,Yes
38,Female,33078,Management,Lead,Yes,16,4,3,Yes
47,Male,74775,Sales,Lead,Yes,16,4,3,No
24,Male,24590,IT,Director,No,11,4,3,Yes
28,Female,74100,IT,Director,No,19,3,5,No
29,Female,30910,Management,Executive,No,1,3,4,Yes
41,Male,130431,Support,Executive,No,23,2,3,No
33,Female,51976,Sales,Lead,Yes,16,2,1,Yes
56,Female,41574,Management,Executive,No,19,2,2,No
38,Male,60652,HR,Lead,No,10,3,5,No
49,Female,108252,HR,Manager,Yes,8,4,5,No
31,Female,53430,Support,Manager,Yes,17,3,2,No
43,Male,93735,IT,Manager,Yes,5,3,5,Yes
59,Female,75627,Management,Developer,No,3,1,1,No
54,Male,146563,Sales,Developer,No,13,3,1,No
43,Male,72239,Management,Associate,Yes,19,2,2,No
58,Female,73913,Support,Associate,No,21,1,4,Yes
34,Male,118972,Management,Associate,Yes,9,1,5,No
48,Female,113276,Support,Manager,Yes,3,3,3,No
36,Female,29477,Support,Manager,No,14,3,3,Yes
43,Male,72772,Support,Manager,Yes,8,2,1,No
51,Male,85696,Management,Executive,No,11,2,4,No
58,Male,63358,HR,Executive,Yes,7,3,4,Yes
55,Male,64205,Sales,Manager,Yes,23,2,5,Yes
55,Male,91996,Support,Lead,Yes,4,2,5,Yes
56,Male,82376,IT,Associate,Yes,15,3,2,No
40,Female,101937,Support,Developer,No,21,2,1,Yes
29,Female,120837,Management,Associate,Yes,14,1,2,No
54,Male,42894,Support,Lead,Yes,16,1,2,Yes
49,Female,122750,IT,Director,No,0,2,4,No
58,Male,79919,HR,Executive,Yes,24,1,5,No
46,Male,131463,Management,Manager,No,11,4,3,Yes
57,Female,123858,Management,Executive,No,19,2,2,No
38,Female,133572,Management,Executive,No,18,1,1,No
45,Male,128813,IT,Lead,Yes,4,4,2,No
42,Male,22918,Management,Executive,No,14,4,3,No
23,Male,131683,HR,Executive,Yes,8,2,3,No
52,Female,45629,Sales,Associate,No,24,3,1,Yes
54,Male,36699,Sales,Associate,No,2,4,3,No
51,Male,132436,Support,Director,No,11,2,3,No
33,Female,73984,Sales,Lead,Yes,22,3,3,No
33,Female,71363,IT,Manager,No,18,4,2,No
45,Female,27069,Sales,Associate,No,14,4,1,No
45,Male,126815,IT,Director,Yes,2,4,2,Yes
32,Male,74285,IT,Executive,No,19,2,1,No
34,Female,124726,Support,Director,No,17,2,3,Yes
48,Male,90063,Sales,Director,No,21,3,3,No
29,Male,39099,Support,Developer,Yes,15,4,5,Yes
31,Female,77977,Management,Associate,No,14,1,3,No
29,Female,35622,HR,Director,Yes,4,3,1,Yes
41,Male,46281,Sales,Director,Yes,9,1,4,No
29,Female,59433,Management,Developer,Yes,9,4,1,Yes
30,Female,59875,Management,Manager,No,12,2,3,No
28,Male,101067,Support,Executive,No,17,1,3,No
35,Male,149381,Support,Associate,Yes,9,2,4,No
49,Male,25132,HR,Manager,Yes,15,4,3,Yes
23,Male,114932,HR,Lead,Yes,1,3,5,Yes
29,Male,78016,HR,Manager,No,17,1,4,No
34,Male,63239,HR,Lead,No,3,2,2,No
42,Female,80891,Support,Lead,No,18,1,5,No
49,Female,126966,IT,Associate,Yes,24,4,1,No
56,Female,113343,Support,Developer,Yes,4,3,5,No
44,Male,59550,IT,Lead,Yes,16,4,5,No
36,Male,137295,Support,Executive,No,1,2,3,No
23,Male,138020,Support,Associate,No,14,4,2,Yes
33,Male,47196,HR,Director,No,22,3,4,Yes
57,Male,101529,IT,Director,Yes,23,4,5,No
24,Female,73849,Management,Lead,No,5,2,3,No
26,Male,111494,Management,Associate,No,22,4,5,No
24,Female,67358,Management,Executive,Yes,17,1,2,No
40,Male,59513,HR,Associate,No,13,1,4,No
23,Female,123938,Management,Associate,No,11,1,3,Yes
58,Female,130871,Support,Director,No,5,1,5,No
38,Female,59028,HR,Lead,No,21,3,2,No
35,Female,100481,Management,Manager,Yes,19,2,1,No
49,Female,103105,HR,Associate,Yes,19,1,1,No
48,Female,108915,Support,Lead,Yes,17,1,2,Yes
31,Female,144790,HR,Director,Yes,2,1,4,No
24,Male,58877,Management,Executive,No,5,1,5,Yes
57,Male,42825,HR,Executive,Yes,3,2,5,Yes
59,Female,86451,Sales,Manager,Yes,18,4,2,No
46,Male,43848,Management,Executive,Yes,16,1,5,No
43,Male,136305,Support,Lead,Yes,10,4,4,Yes
51,Female,33669,IT,Manager,No,13,2,2,No
42,Male,29875,HR,Director,Yes,10,4,1,Yes
51,Female,100389,HR,Lead,No,18,4,1,No
49,Male,87961,Management,Director,No,16,3,3,No
52,Female,117976,Management,Director,No,3,4,1,No
47,Male,53193,Sales,Manager,Yes,11,4,5,No
43,Female,120091,Support,Manager,No,3,4,4,Yes
42,Male,120888,HR,Lead,Yes,11,1,4,Yes
22,Male,122952,HR,Manager,Yes,16,1,3,Yes
58,Male,36552,IT,Lead,No,14,3,5,No
34,Female,53282,HR,Executive,No,6,3,2,Yes
42,Female,56203,HR,Executive,No,20,4,3,Yes
30,Male,148682,Sales,Associate,No,0,1,5,No
38,Male,122829,IT,Developer,No,4,4,2,Yes
42,Female,104536,HR,Developer,No,11,1,1,No
52,Male,116338,HR,Executive,Yes,6,3,1,No
43,Male,96105,Support,Associate,Yes,21,2,2,No
33,Female,110802,HR,Developer,No,14,2,3,No
27,Female,88740,Sales,Lead,Yes,4,4,2,No
37,Male,93301,HR,Lead,Yes,23,3,5,Yes
47,Female,96232,HR,Manager,Yes,8,1,2,Yes
26,Male,44928,Management,Developer,Yes,0,4,5,Yes
30,Male,68910,HR,Director,Yes,5,4,5,No
35,Female,34679,IT,Lead,No,15,1,1,No
51,Male,119421,Management,Developer,No,14,4,5,No
47,Female,54173,IT,Manager,Yes,1,1,4,No
50,Female,64899,IT,Executive,Yes,12,3,1,No
40,Male,67865,Sales,Associate,No,23,3,1,No
29,Female,58182,HR,Director,No,4,2,2,No
44,Male,59109,IT,Manager,Yes,15,3,5,No
56,Female,24174,HR,Manager,No,0,1,2,No
52,Male,37061,HR,Manager,No,20,3,5,No
56,Female,127046,Sales,Associate,Yes,9,3,1,No
53,Male,110931,Sales,Lead,Yes,15,1,4,No
26,Male,85749,IT,Developer,No,12,1,1,No
37,Female,119970,IT,Executive,Yes,20,3,3,No
38,Male,85524,Management,Executive,Yes,1,4,2,No
53,Male,82108,HR,Director,Yes,3,3,4,No
59,Male,98812,HR,Associate,Yes,21,1,2,No
53,Male,94621,Sales,Executive,No,0,1,5,No
41,Male,138942,Sales,Director,Yes,10,4,2,No
23,Male,130572,IT,Director,No,8,4,1,No
41,Female,48481,Management,Associate,Yes,22,3,1,Yes
39,Female,71938,Management,Associate,Yes,5,3,2,No
22,Female,51276,Sales,Developer,Yes,0,2,5,No
50,Female,145128,Sales,Developer,Yes,7,1,5,Yes
50,Male,110133,Management,Associate,Yes,7,3,4,No
40,Male,84850,Management,Developer,Yes,3,1,1,No
27,Female,146193,IT,Lead,Yes,3,1,2,Yes
29,Male,107780,Management,Manager,Yes,0,1,4,No
45,Female,50601,HR,Executive,No,24,4,3,No
41,Male,119565,Management,Executive,No,7,1,4,No
35,Male,70324,Support,Executive,No,22,3,3,No
26,Female,41264,Management,Executive,No,17,2,3,No
55,Male,99426,Sales,Lead,No,22,4,4,No
37,Female,136742,Sales,Lead,Yes,19,2,1,No
28,Female,66312,Support,Manager,Yes,18,3,4,No
37,Female,62852,HR,Associate,Yes,10,4,4,No
28,Male,67907,Management,Developer,Yes,19,2,1,No
48,Male,137503,Management,Manager,No,9,4,1,Yes
35,Female,41058,Support,Executive,No,5,1,1,No
35,Male,101657,IT,Developer,No,6,3,1,No
54,Female,123500,IT,Manager,No,1,3,1,No
54,Female,57352,HR,Executive,Yes,22,3,1,Yes
41,Male,25021,Management,Manager,Yes,17,1,4,No
57,Female,42614,Management,Executive,Yes,17,1,2,Yes
28,Male,79131,Management,Director,No,16,1,2,No
53,Male,62950,Sales,Executive,No,12,3,2,Yes
24,Male,130813,IT,Director,Yes,14,1,4,Yes
50,Female,63420,Support,Lead,Yes,10,3,1,No
45,Female,22631,Sales,Executive,Yes,6,4,3,Yes
43,Male,26345,Sales,Manager,No,16,4,1,No
27,Male,126400,IT,Developer,No,18,1,5,No
45,Female,67674,Management,Lead,Yes,7,1,1,No
44,Male,46844,HR,Director,No,16,1,2,No
59,Male,91836,Support,Developer,Yes,15,4,1,No
31,Female,142036,IT,Director,Yes,13,1,1,Yes
37,Female,124148,HR,Associate,Yes,21,4,5,No
32,Female,104096,IT,Developer,No,17,2,3,Yes
53,Male,25362,IT,Associate,No,8,1,3,No
27,Female,28097,IT,Associate,No,17,2,2,Yes
45,Female,148171,IT,Lead,No,21,3,3,No
54,Female,148502,Management,Developer,No,19,3,2,No
33,Female,25599,Sales,Director,Yes,24,4,4,No
48,Female,110988,IT,Executive,Yes,15,4,5,Yes
59,Female,67373,HR,Lead,No,16,4,1,Yes
39,Female,146372,HR,Lead,No,16,2,5,No
34,Male,24258,HR,Executive,Yes,15,3,3,Yes
51,Female,111066,Sales,Developer,No,18,4,1,Yes
34,Male,73271,Sales,Director,No,10,4,5,No
55,Male,92176,HR,Lead,No,5,1,5,No
57,Female,57056,Management,Associate,No,18,2,2,No
51,Male,37261,Sales,Executive,Yes,6,2,4,No
46,Female,139173,Sales,Director,No,8,3,5,No
23,Male,71696,Management,Manager,Yes,11,3,1,No
57,Female,57827,IT,Lead,No,1,4,4,No
39,Male,35141,Sales,Director,No,3,2,4,No
26,Female,46752,HR,Associate,Yes,2,3,1,Yes
40,Female,109084,HR,Developer,Yes,21,2,4,No
39,Male,120904,Management,Developer,No,20,4,3,No
53,Male,101438,HR,Executive,Yes,11,4,4,No
42,Female,113219,Support,Associate,Yes,2,4,2,Yes
31,Male,72680,HR,Executive,Yes,8,4,4,Yes
58,Female,38792,Management,Lead,No,11,2,5,Yes
43,Male,57628,Management,Executive,No,7,4,4,Yes
34,Female,128469,Management,Manager,No,18,2,2,No
38,Male,73100,Support,Executive,No,4,1,2,No
30,Female,144118,Sales,Executive,Yes,20,4,4,No
45,Male,87870,IT,Lead,No,4,1,3,Yes
35,Female,20767,HR,Associate,No,7,3,4,Yes
29,Male,117180,Sales,Director,No,2,4,1,No
58,Female,46992,Management,Director,Yes,18,2,2,Yes
40,Male,148468,Sales,Manager,Yes,23,3,4,No
49,Male,49570,Sales,Executive,No,8,4,3,No
51,Female,84697,Support,Lead,Yes,20,1,3,No
28,Male,97273,Management,Lead,Yes,23,3,3,No
47,Male,98908,Management,Director,No,13,2,5,Yes
32,Female,112421,HR,Lead,Yes,20,2,5,No
35,Female,139571,HR,Associate,Yes,19,1,5,Yes
42,Female,106126,HR,Executive,No,1,2,1,Yes
29,Female,140636,HR,Developer,No,14,4,1,Yes
24,Male,125389,Sales,Director,Yes,3,3,4,No
49,Male,81580,Sales,Director,No,1,4,5,No
50,Male,20744,HR,Manager,Yes,22,2,5,No
44,Female,112694,HR,Developer,Yes,22,1,1,No
39,Male,40558,HR,Associate,No,8,4,3,No
56,Male,78861,IT,Director,Yes,3,2,3,No
34,Female,141886,HR,Executive,Yes,4,1,2,No
33,Male,52259,IT,Developer,Yes,10,4,4,No
26,Male,137244,HR,Developer,No,3,2,4,No
32,Female,41450,Management,Director,Yes,3,1,5,No
32,Male,76949,Support,Developer,Yes,14,1,1,No
52,Female,56929,Sales,Manager,Yes,4,4,4,Yes
52,Female,66589,Management,Executive,No,2,4,3,No
34,Male,146863,Support,Lead,No,15,2,1,Yes
35,Male,95122,IT,Executive,No,24,3,5,Yes
46,Male,20286,Sales,Director,Yes,22,4,5,Yes
54,Female,88783,IT,Developer,No,0,4,4,Yes
54,Female,147098,IT,Executive,No,0,1,4,No
36,Male,117510,Sales,Lead,Yes,0,2,2,No
37,Male,63562,Support,Manager,No,2,3,4,No
59,Female,90635,Sales,Executive,Yes,8,3,4,No
27,Male,36387,HR,Executive,Yes,12,4,3,Yes
46,Male,134365,IT,Manager,Yes,23,3,3,No
36,Female,42319,HR,Manager,Yes,12,3,1,Yes
25,Male,20411,Sales,Director,Yes,24,1,4,No
25,Male,40729,Sales,Developer,No,20,1,4,No
51,Male,105647,Support,Developer,Yes,22,1,5,No
55,Male,132102,IT,Director,Yes,12,4,3,No
48,Female,35704,Management,Manager,Yes,24,3,5,Yes
52,Female,30109,Sales,Lead,Yes,20,1,4,Yes
53,Female,86892,Management,Developer,Yes,7,2,3,No
30,Female,51172,IT,Lead,Yes,7,3,4,No
29,Male,93885,HR,Manager,Yes,18,2,2,No
35,Male,37984,IT,Executive,No,4,3,5,Yes
54,Male,47460,Support,Director,No,23,2,3,Yes
44,Male,141845,Management,Manager,No,9,2,3,No
42,Female,58474,Management,Manager,Yes,18,4,4,No
33,Male,64449,HR,Associate,No,2,2,4,No
23,Male,140247,HR,Manager,No,21,1,1,Yes
34,Female,27196,Sales,Developer,Yes,6,1,1,Yes
25,Female,106993,IT,Executive,No,22,3,5,No
41,Female,71534,Support,Lead,Yes,5,1,3,No
35,Male,33549,Sales,Associate,Yes,6,4,4,No
51,Female,134840,IT,Director,Yes,6,1,5,No
50,Male,29821,HR,Developer,Yes,19,4,3,Yes
29,Male,55564,Support,Executive,No,7,1,4,No
33,Female,31073,HR,Lead,Yes,23,4,1,Yes
59,Female,27282,HR,Executive,No,1,3,3,No
47,Female,125255,Management,Developer,No,14,3,4,No
23,Male,81146,IT,Director,Yes,9,1,5,Yes
35,Male,39189,Sales,Director,No,20,3,5,No
27,Male,122384,Management,Executive,Yes,14,3,2,No
52,Female,129966,IT,Manager,Yes,1,3,3,Yes
38,Male,94783,IT,Executive,Yes,2,1,5,No
46,Male,30771,IT,Manager,No,18,4,3,No
53,Male,81492,Support,Director,Yes,4,1,5,No
33,Male,63725,Management,Developer,No,23,2,3,No
34,Female,42234,Sales,Associate,No,18,4,3,Yes
40,Male,109282,Management,Manager,Yes,6,2,3,No
46,Female,54096,HR,Director,Yes,20,2,2,No
52,Female,32236,IT,Executive,No,13,3,1,No
58,Male,71544,HR,Director,No,11,4,3,No
46,Male,55921,Management,Executive,Yes,9,4,1,Yes
37,Female,44576,Sales,Executive,Yes,9,2,1,Yes
59,Male,20166,HR,Director,Yes,3,2,1,Yes
44,Female,34652,HR,Developer,Yes,17,3,5,No
35,Male,39638,Support,Lead,Yes,5,3,4,No
27,Male,106980,Management,Executive,No,19,1,1,No
46,Female,35233,HR,Executive,No,3,4,3,No
44,Male,21885,Management,Manager,No,4,2,4,No
33,Female,73520,Sales,Associate,Yes,13,1,5,No
34,Female,115900,HR,Director,Yes,8,3,2,No
57,Male,100244,Sales,Executive,Yes,14,2,1,No
55,Female,125833,HR,Developer,Yes,0,4,1,No
27,Male,119203,IT,Lead,No,20,2,5,No
59,Male,55016,Support,Lead,No,20,2,3,No
29,Male,129759,Support,Lead,No,12,1,3,No
29,Female,88948,Support,Developer,No,1,2,4,No
54,Male,84810,Sales,Lead,Yes,14,1,4,Yes
55,Male,31769,Management,Director,No,14,1,3,No
36,Female,101483,Support,Lead,Yes,15,3,2,No
57,Female,63147,HR,Manager,No,2,2,3,No
56,Female,26449,HR,Lead,No,12,1,2,No
43,Female,62179,IT,Manager,Yes,19,2,5,Yes
44,Male,121436,Sales,Manager,Yes,0,4,2,No
43,Male,126459,HR,Manager,Yes,13,2,5,No
26,Male,28136,HR,Developer,Yes,2,3,1,Yes
52,Male,118663,IT,Executive,No,16,1,3,No
34,Female,91986,IT,Associate,Yes,16,1,4,No
49,Female,62999,Management,Director,No,8,4,1,No
41,Male,109567,Management,Director,No,19,3,4,No
54,Female,51052,Management,Lead,No,19,1,2,Yes
37,Female,81281,HR,Associate,No,3,4,3,Yes
50,Female,31346,IT,Executive,Yes,10,1,3,Yes
44,Female,77677,Sales,Manager,Yes,14,1,3,No
45,Female,34852,Management,Manager,No,24,3,1,No
55,Male,135418,Support,Manager,No,12,4,5,No
28,Male,92603,HR,Manager,Yes,23,1,2,No
59,Female,51485,Sales,Lead,Yes,19,2,1,No
58,Female,95225,HR,Executive,No,11,4,1,Yes
25,Male,103337,Management,Executive,No,14,3,5,No
55,Male,126071,HR,Executive,No,5,3,4,No
43,Female,44272,Management,Associate,Yes,17,3,4,Yes
26,Female,23763,HR,Director,Yes,21,1,3,Yes
44,Female,79087,Management,Manager,No,16,3,1,No
36,Male,125232,IT,Developer,No,20,4,5,No
52,Female,74848,IT,Director,No,23,1,5,No
30,Female,50075,IT,Executive,No,16,2,4,No
